table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10158,r015,All institutions -> U. South Florida<sup>d</sup>,All institutions,U. South Florida<sup>d</sup>,2,14,"['47,361', '']","['210', '']","['6,838', '']","['6,467', '']","['0', '']","['0', '']","['339', '']","['5,529', '']","['27', '']","['10,382', '']","['17,569', '']"
10158,r016,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,15,"['47,029', '']","['374', '']","['28,304', '']","['1,311', '']","['0', '']","['92', '']","['683', '']","['1,563', '']","['0', '']","['2,182', '']","['12,520', '']"
10158,r017,All institutions -> U. Delaware,All institutions,U. Delaware,2,16,"['46,777', '']","['16', '']","['6,188', '']","['995', '']","['0', '']","['409', '']","['0', '']","['2,161', '']","['5', '']","['34,725', '']","['2,278', '']"
10158,r018,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,17,"['42,681', '']","['355', '']","['15,821', '']","['5,117', '']","['246', '']","['185', '']","['86', '']","['4,251', '']","['0', '']","['4,585', '']","['12,035', '']"
10158,r019,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,18,"['41,433', '']","['2,366', '']","['215', '']","['10,876', '']","['0', '']","['577', '']","['0', '']","['981', '']","['0', '']","['17,092', '']","['9,326', '']"
10158,r020,All institutions -> U. Florida,All institutions,U. Florida,2,19,"['37,998', '']","['1,063', '']","['354', '']","['13,997', '']","['82', '']","['0', '']","['54', '']","['2,295', '']","['0', '']","['9,525', '']","['10,628', '']"
10158,r021,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,20,"['36,745', '']","['4', '']","['13,079', '']","['8,262', '']","['78', '']","['0', '']","['0', '']","['6,353', '']","['0', '']","['6,333', '']","['2,636', '']"
10158,r022,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,21,"['35,596', '']","['264', '']","['4,967', '']","['5,977', '']","['435', '']","['31', '']","['133', '']","['8,422', '']","['1,805', '']","['11,948', '']","['1,614', '']"
10158,r023,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,22,"['34,385', '']","['89', '']","['283', '']","['8,671', '']","['381', '']","['85', '']","['1,932', '']","['501', '']","['0', '']","['21,768', '']","['675', '']"
10158,r024,All institutions -> U. Miami,All institutions,U. Miami,2,23,"['34,103', '']","['0', '']","['26,250', '']","['2,575', '']","['0', '']","['2,968', '']","['1,156', '']","['24', '']","['0', '']","['318', '']","['812', '']"
10158,r025,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,24,"['33,604', '']","['35', '']","['207', '']","['1,468', '']","['0', '']","['0', '']","['1,337', '']","['6,718', '']","['3,074', '']","['8,992', '']","['11,773', '']"
10158,r026,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,25,"['33,591', '']","['125', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['37', '']","['0', '']","['30,429', '']","['2,975', '']"
10158,r027,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,26,"['33,062', '']","['1', '']","['27,828', '']","['1,666', '']","['0', '']","['200', '']","['0', '']","['303', '']","['499', '']","['981', '']","['1,584', '']"
10158,r028,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,27,"['32,113', '']","['1,183', '']","['492', '']","['12,259', '']","['0', '']","['0', '']","['936', '']","['9,816', '']","['0', '']","['3,520', '']","['3,907', '']"
10158,r029,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,28,"['30,904', '']","['676', '']","['420', '']","['13,107', '']","['1', '']","['41', '']","['359', '']","['276', '']","['322', '']","['14,016', '']","['1,686', '']"
10158,r030,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,29,"['30,653', '']","['6', '']","['9,207', '']","['13,001', '']","['52', '']","['39', '']","['436', '']","['1,127', '']","['119', '']","['5,259', '']","['1,407', '']"
10158,r031,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,30,"['29,738', '']","['2,021', '']","['952', '']","['1,090', '']","['0', '']","['5', '']","['0', '']","['3,392', '']","['0', '']","['5,118', '']","['17,160', '']"
10158,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['29,621', '']","['4', '']","['138', '']","['7,562', '']","['35', '']","['5,657', '']","['90', '']","['2,539', '']","['492', '']","['7,440', '']","['5,664', '']"
10158,r033,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,32,"['29,449', '']","['101', '']","['3,997', '']","['7,933', '']","['49', '']","['2,188', '']","['0', '']","['4,880', '']","['77', '']","['6,966', '']","['3,258', '']"
10158,r034,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,33,"['29,309', '']","['61', '']","['6', '']","['9,589', '']","['261', '']","['99', '']","['183', '']","['1,335', '']","['0', '']","['2,944', '']","['14,831', '']"
10158,r035,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,34,"['28,623', '']","['570', '']","['8,977', '']","['2,591', '']","['1,924', '']","['571', '']","['90', '']","['85', '']","['319', '']","['12,330', '']","['1,166', '']"
10158,r036,All institutions -> U. Kansas,All institutions,U. Kansas,2,35,"['27,873', '']","['121', '']","['1,102', '']","['648', '']","['0', '']","['0', '']","['1,725', '']","['467', '']","['0', '']","['2,340', '']","['21,470', '']"
10158,r037,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,36,"['26,863', '']","['0', '']","['17,037', '']","['5,680', '']","['0', '']","['83', '']","['0', '']","['511', '']","['898', '']","['2,383', '']","['271', '']"
10158,r038,All institutions -> Florida State U.,All institutions,Florida State U.,2,37,"['26,564', '']","['186', '']","['1,435', '']","['1,794', '']","['0', '']","['162', '']","['171', '']","['836', '']","['123', '']","['2,138', '']","['19,719', '']"
10158,r039,All institutions -> Florida International U.,All institutions,Florida International U.,2,38,"['26,435', '']","['730', '']","['6,517', '']","['1,705', '']","['0', '']","['2,696', '']","['2,428', '']","['3,216', '']","['59', '']","['4,630', '']","['4,454', '']"
10158,r040,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,39,"['25,573', '']","['297', '']","['1,171', '']","['56', '']","['0', '']","['10', '']","['539', '']","['0', '']","['0', '']","['21,728', '']","['1,772', '']"
10158,r041,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,40,"['24,864', 'i']","['0', 'i']","['21,474', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,390', 'i']","['0', '']"
10158,r042,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,41,"['24,478', '']","['0', '']","['4,648', '']","['6,227', '']","['389', '']","['79', '']","['386', '']","['1,525', '']","['0', '']","['8,131', '']","['3,093', '']"
10158,r043,All institutions -> Washington State U.,All institutions,Washington State U.,2,42,"['24,225', '']","['4', '']","['1,039', '']","['4,128', '']","['11', '']","['150', '']","['232', '']","['648', '']","['151', '']","['3,978', '']","['13,884', '']"
10158,r044,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,43,"['23,870', '']","['1,934', '']","['605', '']","['1,810', '']","['159', '']","['245', '']","['24', '']","['1,056', '']","['0', '']","['2,179', '']","['15,858', '']"
10158,r045,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,44,"['23,425', '']","['197', '']","['3,994', '']","['4,723', '']","['0', '']","['0', '']","['4,672', '']","['233', '']","['0', '']","['8,992', '']","['614', '']"
10158,r046,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,45,"['23,084', '']","['791', '']","['2,949', '']","['1,134', '']","['95', '']","['207', '']","['78', '']","['629', '']","['0', '']","['5,314', '']","['11,887', '']"
10158,r047,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,46,"['22,173', '']","['700', '']","['13,733', '']","['4,622', '']","['0', '']","['0', '']","['0', '']","['270', '']","['106', '']","['2,612', '']","['130', '']"
10158,r048,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,47,"['21,628', '']","['0', '']","['12,663', '']","['3,715', '']","['0', '']","['0', '']","['133', '']","['1,494', '']","['0', '']","['2,313', '']","['1,310', '']"
10158,r049,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,48,"['21,549', '']","['40', '']","['508', '']","['3,077', '']","['4,417', '']","['181', '']","['752', '']","['306', '']","['0', '']","['11,485', '']","['783', '']"
10158,r050,All institutions -> U. Southern California,All institutions,U. Southern California,2,49,"['21,321', '']","['1,961', '']","['3,668', '']","['1,116', '']","['0', '']","['0', '']","['1,871', '']","['7,163', '']","['0', '']","['1,644', '']","['3,898', '']"
10158,r051,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,50,"['21,061', '']","['404', '']","['16,847', '']","['1,585', '']","['0', '']","['153', '']","['0', '']","['515', '']","['0', '']","['1,449', '']","['108', '']"
10158,r052,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,51,"['20,758', '']","['148', '']","['1,359', '']","['7,638', '']","['24', '']","['175', '']","['307', '']","['2,108', '']","['156', '']","['1,802', '']","['7,041', '']"
10158,r053,All institutions -> Tufts U.,All institutions,Tufts U.,2,52,"['19,692', '']","['0', '']","['328', '']","['14,455', '']","['0', '']","['0', '']","['0', '']","['2,465', '']","['301', '']","['1,577', '']","['566', '']"
10158,r054,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,53,"['19,172', '']","['80', '']","['438', '']","['5,368', '']","['17', '']","['0', '']","['0', '']","['154', '']","['304', '']","['12,657', '']","['154', '']"
10158,r055,All institutions -> William & Mary,All institutions,William & Mary,2,54,"['19,124', '']","['74', '']","['10,784', '']","['420', '']","['0', '']","['7', '']","['3', '']","['3,442', '']","['0', '']","['0', '']","['4,394', '']"
10158,r056,All institutions -> Texas State U.,All institutions,Texas State U.,2,55,"['18,466', '']","['0', '']","['1,404', '']","['1,121', '']","['0', '']","['0', '']","['0', '']","['674', '']","['0', '']","['867', '']","['14,400', '']"
10158,r057,All institutions -> U. Georgia,All institutions,U. Georgia,2,56,"['18,270', '']","['50', '']","['2,719', '']","['8,743', '']","['0', '']","['0', '']","['2,709', '']","['321', '']","['42', '']","['1,105', '']","['2,581', '']"
10158,r058,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,57,"['18,057', '']","['16', '']","['1', '']","['6,010', '']","['59', '']","['116', '']","['695', '']","['97', '']","['0', '']","['502', '']","['10,561', '']"
10158,r059,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,58,"['17,882', '']","['1,073', '']","['4,944', '']","['5,382', '']","['0', '']","['0', '']","['52', '']","['2', '']","['0', '']","['1,362', '']","['5,067', '']"
10158,r060,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,59,"['17,810', '']","['345', '']","['2,669', '']","['406', '']","['0', '']","['990', '']","['0', '']","['5,174', '']","['585', '']","['6,815', '']","['826', '']"
10158,r061,All institutions -> George Mason U.,All institutions,George Mason U.,2,60,"['17,557', '']","['3,675', '']","['3,493', '']","['1,241', '']","['79', '']","['16', '']","['388', '']","['2,931', '']","['0', '']","['3,998', '']","['1,736', '']"
10158,r062,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,61,"['17,532', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['352', '']","['8', '']","['0', '']","['16,874', '']","['298', '']"
10158,r063,All institutions -> Harvard U.,All institutions,Harvard U.,2,62,"['17,336', '']","['272', '']","['1,304', '']","['2,665', '']","['1,001', '']","['1,730', '']","['51', '']","['5,126', '']","['0', '']","['1,655', '']","['3,532', '']"
10158,r064,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,63,"['16,236', '']","['200', '']","['5', '']","['6,992', '']","['0', '']","['0', '']","['213', '']","['3,243', '']","['0', '']","['651', '']","['4,932', '']"
10158,r065,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,64,"['15,914', '']","['1,285', '']","['0', '']","['1,108', '']","['0', '']","['425', '']","['0', '']","['2,073', '']","['0', '']","['1,809', '']","['9,214', '']"
10158,r066,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,65,"['15,899', '']","['40', '']","['308', '']","['4,431', '']","['0', '']","['124', '']","['3,614', '']","['457', '']","['0', '']","['3,448', '']","['3,477', '']"
10158,r067,All institutions -> U. Iowa,All institutions,U. Iowa,2,66,"['15,608', '']","['0', '']","['141', '']","['5,112', '']","['0', '']","['410', '']","['260', '']","['335', '']","['0', '']","['8,110', '']","['1,240', '']"
10158,r068,All institutions -> U. Arizona,All institutions,U. Arizona,2,67,"['15,482', '']","['527', '']","['4,913', '']","['4,327', '']","['174', '']","['1,193', '']","['7', '']","['1,530', '']","['332', '']","['1,427', '']","['1,052', '']"
10158,r069,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,68,"['15,277', '']","['0', '']","['135', '']","['4,159', '']","['192', '']","['0', '']","['3,125', '']","['155', '']","['0', '']","['6,795', '']","['716', '']"
10158,r070,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,69,"['15,126', '']","['1,251', '']","['890', '']","['130', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,370', '']","['485', '']"
10158,r071,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,70,"['14,944', '']","['3,393', '']","['458', '']","['783', '']","['0', '']","['0', '']","['125', '']","['434', '']","['0', '']","['6,127', '']","['3,624', '']"
10158,r072,All institutions -> Cornell U.,All institutions,Cornell U.,2,71,"['14,250', '']","['12', '']","['202', '']","['10,578', '']","['0', '']","['10', '']","['234', '']","['667', '']","['0', '']","['1,793', '']","['754', '']"
10158,r073,All institutions -> New York U.,All institutions,New York U.,2,72,"['14,077', '']","['234', '']","['47', '']","['1,959', '']","['694', '']","['0', '']","['420', '']","['3,703', '']","['0', '']","['2,874', '']","['4,146', '']"
10158,r074,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,73,"['13,833', '']","['5,909', '']","['950', '']","['1,675', '']","['0', '']","['267', '']","['203', '']","['3,860', '']","['20', '']","['149', '']","['800', '']"
10158,r075,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,74,"['13,540', '']","['469', '']","['5,380', '']","['1,319', '']","['276', '']","['563', '']","['120', '']","['565', '']","['0', '']","['4,291', '']","['557', '']"
10158,r076,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,75,"['13,511', '']","['2', '']","['354', '']","['1,724', '']","['70', '']","['0', '']","['0', '']","['534', '']","['0', '']","['8,643', '']","['2,184', '']"
10158,r077,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,76,"['13,312', '']","['173', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,888', '']","['2,224', '']"
10158,r078,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,77,"['13,146', '']","['1,706', '']","['683', '']","['2,424', '']","['0', '']","['13', '']","['1', '']","['331', '']","['0', '']","['6,320', '']","['1,668', '']"
10158,r079,All institutions -> U. Oregon,All institutions,U. Oregon,2,78,"['12,842', '']","['164', '']","['1,935', '']","['51', '']","['0', '']","['0', '']","['2,139', '']","['415', '']","['0', '']","['0', '']","['8,138', '']"
10158,r080,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,79,"['12,579', '']","['138', '']","['756', '']","['945', '']","['0', '']","['0', '']","['429', '']","['39', '']","['3,590', '']","['6,070', '']","['612', '']"
10158,r081,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,80,"['12,485', '']","['148', '']","['0', '']","['4,470', '']","['0', '']","['5,678', '']","['0', '']","['1,768', '']","['0', '']","['0', '']","['421', '']"
10158,r082,All institutions -> George Washington U.,All institutions,George Washington U.,2,81,"['12,442', '']","['332', '']","['0', '']","['2,831', '']","['0', '']","['52', '']","['0', '']","['6,208', '']","['1,443', '']","['309', '']","['1,267', '']"
10158,r083,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,82,"['12,387', '']","['0', '']","['5,721', '']","['5,405', '']","['27', '']","['39', '']","['0', '']","['243', '']","['0', '']","['495', '']","['457', '']"
10158,r084,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,83,"['12,306', '']","['444', '']","['110', '']","['908', '']","['102', '']","['330', '']","['773', '']","['272', '']","['137', '']","['1,286', '']","['7,944', '']"
10158,r085,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,84,"['12,198', '']","['15', '']","['39', '']","['6,239', '']","['0', '']","['0', '']","['396', '']","['1,357', '']","['0', '']","['874', '']","['3,278', '']"
10158,r086,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,85,"['12,133', '']","['2,356', '']","['0', '']","['1,414', '']","['0', '']","['1,320', '']","['555', '']","['224', '']","['0', '']","['2,217', '']","['4,047', '']"
10158,r087,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,86,"['12,056', '']","['238', '']","['3,309', '']","['4,478', '']","['0', '']","['12', '']","['0', '']","['573', '']","['0', '']","['3,029', '']","['417', '']"
10158,r088,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,87,"['12,037', '']","['21', '']","['122', '']","['20', '']","['0', '']","['0', '']","['528', '']","['1,776', '']","['0', '']","['0', '']","['9,570', '']"
10158,r089,All institutions -> Princeton U.,All institutions,Princeton U.,2,88,"['12,011', '']","['0', '']","['8,751', '']","['81', '']","['0', '']","['0', '']","['0', '']","['2,483', '']","['0', '']","['112', '']","['584', '']"
10158,r090,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,89,"['11,999', '']","['183', '']","['31', '']","['568', '']","['0', '']","['0', '']","['211', '']","['114', '']","['0', '']","['0', '']","['10,892', '']"
10158,r091,All institutions -> U. Colorado Anschutz Medical Campus<sup>e</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>e</sup>,2,90,"['11,991', '']","['0', '']","['0', '']","['11,922', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['69', '']","['0', '']"
10158,r092,All institutions -> Duke U.,All institutions,Duke U.,2,91,"['11,707', '']","['0', '']","['980', '']","['4,412', '']","['0', '']","['238', '']","['11', '']","['2,088', '']","['0', '']","['3,677', '']","['301', '']"
10158,r093,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,92,"['11,398', '']","['601', '']","['125', '']","['8,442', '']","['23', '']","['0', '']","['0', '']","['84', '']","['817', '']","['1,100', '']","['206', '']"
10158,r094,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,93,"['11,297', '']","['76', '']","['802', '']","['138', '']","['0', '']","['727', '']","['67', '']","['1,811', '']","['0', '']","['6,285', '']","['1,391', '']"
10158,r095,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,94,"['11,074', '']","['0', '']","['464', '']","['6,247', '']","['0', '']","['107', '']","['0', '']","['239', '']","['14', '']","['1,517', '']","['2,486', '']"
10158,r096,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,95,"['10,957', '']","['1,351', '']","['0', '']","['635', '']","['0', '']","['95', '']","['707', '']","['942', '']","['238', '']","['1,205', '']","['5,784', '']"
10158,r097,All institutions -> U. West Florida,All institutions,U. West Florida,2,96,"['10,922', '']","['0', '']","['0', '']","['210', '']","['0', '']","['651', '']","['0', '']","['72', '']","['0', '']","['0', '']","['9,989', '']"
10158,r098,All institutions -> U. Maine,All institutions,U. Maine,2,97,"['10,412', '']","['14', '']","['5,373', '']","['1,019', '']","['0', '']","['25', '']","['0', '']","['127', '']","['0', '']","['3,547', '']","['307', '']"
10158,r099,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,98,"['10,357', '']","['2,634', '']","['8', '']","['0', '']","['182', '']","['286', '']","['216', '']","['0', '']","['0', '']","['7,031', '']","['0', '']"
10158,r100,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,99,"['10,285', '']","['35', '']","['72', '']","['3,506', '']","['0', '']","['1', '']","['7', '']","['2', '']","['0', '']","['6,278', '']","['384', '']"
10158,r101,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,100,"['10,091', '']","['0', '']","['276', '']","['9,067', '']","['0', '']","['327', '']","['0', '']","['245', '']","['0', '']","['0', '']","['176', '']"
10158,r102,All institutions -> Boston U.,All institutions,Boston U.,2,101,"['10,061', '']","['1,064', '']","['1,396', '']","['5,529', '']","['0', '']","['0', '']","['47', '']","['198', '']","['0', '']","['896', '']","['931', '']"
10158,r103,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,102,"['9,982', '']","['0', '']","['2,893', '']","['1,769', '']","['0', '']","['1,119', '']","['0', '']","['279', '']","['34', '']","['3,330', '']","['558', '']"
10158,r104,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,103,"['9,644', '']","['0', '']","['5,527', '']","['3,660', '']","['0', '']","['67', '']","['0', '']","['0', '']","['202', '']","['0', '']","['188', '']"
10158,r105,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,104,"['9,591', '']","['0', '']","['5', '']","['3,956', '']","['0', '']","['23', '']","['245', '']","['573', '']","['258', '']","['3,853', '']","['678', '']"
10158,r106,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,105,"['9,343', '']","['0', '']","['93', '']","['2,347', '']","['0', '']","['3,834', '']","['0', '']","['1,217', '']","['69', '']","['762', '']","['1,021', '']"
10158,r107,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,106,"['9,133', '']","['324', '']","['5,998', '']","['1,501', '']","['1', '']","['0', '']","['77', '']","['157', '']","['0', '']","['592', '']","['483', '']"
10158,r108,All institutions -> Stanford U.,All institutions,Stanford U.,2,107,"['8,816', '']","['266', '']","['713', '']","['674', '']","['0', '']","['19', '']","['98', '']","['678', '']","['0', '']","['3,374', '']","['2,994', '']"
10158,r109,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,108,"['8,794', '']","['67', '']","['40', '']","['2,896', '']","['0', '']","['0', '']","['81', '']","['2,320', '']","['0', '']","['2,115', '']","['1,275', '']"
10158,r110,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,109,"['8,749', '']","['13', '']","['328', '']","['1,487', '']","['0', '']","['960', '']","['0', '']","['383', '']","['13', '']","['3,862', '']","['1,703', '']"
10158,r111,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,110,"['8,724', '']","['0', '']","['3,444', '']","['68', '']","['0', '']","['492', '']","['219', '']","['401', '']","['0', '']","['1,997', '']","['2,103', '']"
