table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5443,r033,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,32,"['262,649', '']","['0', '']","['0', '']","['262,649', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r034,All institutions -> Boston U.,All institutions,Boston U.,2,33,"['261,969', '']","['68', '']","['14', '']","['214,092', '']","['1,688', '']","['6,362', '']","['11,091', '']","['621', '']","['479', '']","['25,520', '']","['2,034', '']"
5443,r035,All institutions -> U. Chicago,All institutions,U. Chicago,2,34,"['258,415', '']","['8,461', '']","['0', '']","['223,005', '']","['531', '']","['11,632', '']","['3,446', '']","['4,713', '']","['0', '']","['3,952', '']","['2,675', '']"
5443,r036,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,35,"['252,177', '']","['0', '']","['0', '']","['248,146', '']","['7', '']","['550', '']","['970', '']","['800', '']","['0', '']","['995', '']","['709', '']"
5443,r037,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,36,"['236,093', '']","['0', '']","['0', '']","['236,093', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r038,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,37,"['235,290', '']","['0', '']","['11', '']","['210,333', '']","['260', '']","['5,041', '']","['895', '']","['7,530', '']","['0', '']","['11,146', '']","['74', '']"
5443,r039,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,38,"['230,283', '']","['0', '']","['0', '']","['230,283', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r040,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,39,"['230,038', '']","['919', '']","['1,987', '']","['205,837', '']","['1,442', '']","['4,199', '']","['2,191', '']","['4,447', '']","['526', '']","['7,843', '']","['647', '']"
5443,r041,All institutions -> U. Utah,All institutions,U. Utah,2,40,"['215,237', '']","['5,694', '']","['0', '']","['186,559', '']","['349', '']","['4,157', '']","['1,812', '']","['4,442', '']","['0', '']","['5,901', '']","['6,323', '']"
5443,r042,All institutions -> U. Florida,All institutions,U. Florida,2,41,"['211,978', '']","['1,450', '']","['0', '']","['188,048', '']","['281', '']","['2,129', '']","['6,836', '']","['1,570', '']","['0', '']","['8,868', '']","['2,796', '']"
5443,r043,All institutions -> U. Iowa,All institutions,U. Iowa,2,42,"['207,042', '']","['560', '']","['0', '']","['192,229', '']","['0', '']","['868', '']","['6,625', '']","['563', '']","['0', '']","['4,661', '']","['1,536', '']"
5443,r044,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,43,"['199,660', '']","['0', '']","['0', '']","['199,660', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r045,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,44,"['188,838', '']","['428', '']","['0', '']","['170,520', '']","['0', '']","['3,884', '']","['3,429', '']","['53', '']","['0', '']","['7,519', '']","['3,005', '']"
5443,r046,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,45,"['186,903', '']","['0', '']","['388', '']","['176,206', '']","['341', '']","['1,046', '']","['3,152', '']","['142', '']","['0', '']","['4,131', '']","['1,497', '']"
5443,r047,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,46,"['183,561', '']","['0', '']","['0', '']","['183,561', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r048,All institutions -> U. Rochester,All institutions,U. Rochester,2,47,"['180,292', '']","['205', '']","['0', '']","['165,588', '']","['0', '']","['2,070', '']","['3,880', '']","['0', '']","['3,568', '']","['4,981', '']","['0', '']"
5443,r049,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,48,"['176,515', '']","['0', '']","['0', '']","['153,991', '']","['8,779', '']","['7,853', '']","['3,013', '']","['2,879', '']","['0', '']","['0', '']","['0', '']"
5443,r050,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,49,"['170,807', '']","['614', '']","['0', '']","['159,444', '']","['24', '']","['2,051', '']","['1,162', '']","['52', '']","['307', '']","['6,087', '']","['1,066', '']"
5443,r051,All institutions -> U. Miami,All institutions,U. Miami,2,50,"['167,054', '']","['91', '']","['591', '']","['156,515', '']","['0', '']","['38', '']","['8,333', '']","['440', '']","['0', '']","['1,046', '']","['0', '']"
5443,r052,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,51,"['150,368', '']","['1,727', '']","['0', '']","['128,022', '']","['541', '']","['5,324', '']","['1,669', '']","['419', '']","['0', '']","['8,388', '']","['4,278', '']"
5443,r053,All institutions -> U. Arizona,All institutions,U. Arizona,2,52,"['148,731', '']","['682', '']","['0', '']","['136,396', '']","['323', '']","['4,423', '']","['1,497', '']","['1,133', '']","['202', '']","['3,811', '']","['264', '']"
5443,r054,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,53,"['144,220', '']","['0', '']","['0', '']","['143,870', '']","['63', '']","['221', '']","['33', '']","['0', '']","['0', '']","['0', '']","['33', '']"
5443,r055,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,54,"['142,692', '']","['43', '']","['195', '']","['134,765', '']","['591', '']","['1,146', '']","['1,989', '']","['459', '']","['218', '']","['2,550', '']","['736', '']"
5443,r056,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,55,"['142,227', '']","['661', '']","['106', '']","['95,268', '']","['1,311', '']","['5,358', '']","['20,682', '']","['7,387', '']","['0', '']","['10,608', '']","['846', '']"
5443,r057,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,56,"['138,471', '']","['0', '']","['1,218', '']","['89,074', '']","['47', '']","['6,972', '']","['7,424', '']","['3,179', '']","['22,939', '']","['7,535', '']","['83', '']"
5443,r058,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,57,"['138,140', '']","['0', '']","['0', '']","['138,140', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r059,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,58,"['134,831', '']","['11,862', '']","['296', '']","['62,471', '']","['0', '']","['10,692', '']","['0', '']","['985', '']","['143', '']","['48,382', '']","['0', '']"
5443,r060,All institutions -> Brown U.,All institutions,Brown U.,2,59,"['126,373', '']","['2,281', '']","['229', '']","['90,759', '']","['368', '']","['322', '']","['7,174', '']","['17,002', '']","['6,041', '']","['1,783', '']","['414', '']"
5443,r061,All institutions -> U. Kansas,All institutions,U. Kansas,2,60,"['124,882', '']","['74', '']","['0', '']","['101,775', '']","['0', '']","['1,676', '']","['4,640', '']","['1,951', '']","['132', '']","['4,823', '']","['9,811', '']"
5443,r062,All institutions -> Temple U.,All institutions,Temple U.,2,61,"['121,646', '']","['31', '']","['0', '']","['110,475', '']","['286', '']","['2,189', '']","['5,030', '']","['375', '']","['36', '']","['1,883', '']","['1,341', '']"
5443,r063,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,62,"['120,716', '']","['0', '']","['0', '']","['120,716', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r064,All institutions -> George Washington U.,All institutions,George Washington U.,2,63,"['119,565', '']","['355', '']","['0', '']","['112,969', '']","['12', '']","['636', '']","['1,940', '']","['422', '']","['99', '']","['2,809', '']","['323', '']"
5443,r065,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,64,"['118,331', '']","['0', '']","['0', '']","['115,061', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,270', '']","['0', '']"
5443,r066,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,65,"['115,134', '']","['1,028', '']","['14', '']","['98,101', '']","['0', '']","['1,067', '']","['3,207', '']","['966', '']","['0', '']","['10,307', '']","['444', '']"
5443,r067,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,66,"['114,538', '']","['219', '']","['0', '']","['93,391', '']","['57', '']","['243', '']","['8,444', '']","['146', '']","['0', '']","['3,869', '']","['8,169', '']"
5443,r068,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,67,"['106,809', '']","['396', '']","['290', '']","['89,431', '']","['259', '']","['1,486', '']","['5,746', '']","['83', '']","['0', '']","['8,865', '']","['253', '']"
5443,r069,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,68,"['105,937', '']","['0', '']","['0', '']","['105,661', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['276', '']","['0', '']"
5443,r070,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,69,"['101,327', '']","['68', '']","['0', '']","['86,148', '']","['0', '']","['2,342', '']","['607', '']","['8,156', '']","['0', '']","['3,335', '']","['671', '']"
5443,r071,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,70,"['97,199', '']","['0', '']","['0', '']","['97,199', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r072,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,71,"['93,640', '']","['521', '']","['56', '']","['78,272', '']","['156', '']","['1,216', '']","['8,101', '']","['2,025', '']","['0', '']","['2,283', '']","['1,010', '']"
5443,r073,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,72,"['92,303', '']","['0', '']","['0', '']","['82,167', '']","['11', '']","['3,757', '']","['801', '']","['73', '']","['527', '']","['1,561', '']","['3,406', '']"
5443,r074,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,73,"['91,671', '']","['0', '']","['0', '']","['91,671', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r075,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,74,"['91,018', '']","['35', '']","['0', '']","['82,984', '']","['75', '']","['722', '']","['5,092', '']","['1,033', '']","['0', '']","['799', '']","['278', '']"
5443,r076,All institutions -> Tulane U.,All institutions,Tulane U.,2,75,"['88,504', '']","['53', '']","['0', '']","['84,605', '']","['182', '']","['293', '']","['906', '']","['104', '']","['0', '']","['2,361', '']","['0', '']"
5443,r077,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,76,"['88,179', '']","['650', '']","['8', '']","['53,310', '']","['309', '']","['5,097', '']","['5,549', '']","['6,838', '']","['275', '']","['11,354', '']","['4,789', '']"
5443,r078,All institutions -> U. Georgia,All institutions,U. Georgia,2,77,"['81,511', '']","['154', '']","['0', '']","['64,557', '']","['471', '']","['2,183', '']","['12,313', '']","['105', '']","['0', '']","['796', '']","['932', '']"
5443,r079,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,78,"['81,391', '']","['0', '']","['0', '']","['78,676', '']","['62', '']","['2,653', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r080,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,79,"['81,136', '']","['452', '']","['0', '']","['59,583', '']","['0', '']","['9,499', '']","['0', '']","['0', '']","['0', '']","['7,018', '']","['4,584', '']"
5443,r081,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,80,"['80,965', '']","['163', '']","['0', '']","['61,946', '']","['1,200', '']","['2,884', '']","['7,165', '']","['673', '']","['115', '']","['5,320', '']","['1,499', '']"
5443,r082,All institutions -> Tufts U.,All institutions,Tufts U.,2,81,"['78,768', '']","['142', '']","['66', '']","['65,915', '']","['10', '']","['2,368', '']","['808', '']","['462', '']","['1,125', '']","['7,411', '']","['461', '']"
5443,r083,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,82,"['78,416', '']","['588', '']","['43', '']","['33,696', '']","['36', '']","['12,276', '']","['5,355', '']","['59', '']","['0', '']","['22,251', '']","['4,112', '']"
5443,r084,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,83,"['74,364', '']","['629', '']","['0', '']","['60,770', '']","['1,732', '']","['3,359', '']","['3,163', '']","['201', '']","['360', '']","['3,703', '']","['447', '']"
5443,r085,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,84,"['73,735', '']","['17', '']","['51', '']","['63,109', '']","['0', '']","['7,211', '']","['490', '']","['1,455', '']","['0', '']","['1,259', '']","['143', '']"
5443,r086,All institutions -> U. Louisville,All institutions,U. Louisville,2,85,"['73,563', '']","['0', '']","['0', '']","['67,354', '']","['73', '']","['501', '']","['428', '']","['84', '']","['0', '']","['1,553', '']","['3,570', '']"
5443,r087,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,86,"['73,447', '']","['1,031', '']","['0', '']","['61,141', '']","['93', '']","['1,076', '']","['5,525', '']","['16', '']","['0', '']","['1,338', '']","['3,227', '']"
5443,r088,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,87,"['70,883', '']","['0', '']","['0', '']","['70,883', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r089,All institutions -> U. Vermont,All institutions,U. Vermont,2,88,"['69,411', '']","['0', '']","['0', '']","['66,774', '']","['0', '']","['613', '']","['1,633', '']","['29', '']","['0', '']","['362', '']","['0', '']"
5443,r090,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,89,"['68,271', '']","['0', '']","['0', '']","['68,271', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r091,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,90,"['68,060', '']","['0', '']","['0', '']","['61,021', '']","['0', '']","['1,269', '']","['865', '']","['4,400', '']","['505', '']","['0', '']","['0', '']"
5443,r092,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,91,"['66,259', '']","['1,057', '']","['0', '']","['42,661', '']","['471', '']","['5,034', '']","['4,408', '']","['1,093', '']","['0', '']","['10,653', '']","['882', '']"
5443,r093,All institutions -> Rush U.,All institutions,Rush U.,2,92,"['64,886', '']","['0', '']","['0', '']","['62,981', '']","['0', '']","['0', '']","['1,905', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r094,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,93,"['59,939', '']","['599', '']","['0', '']","['32,425', '']","['1,143', '']","['3,428', '']","['6,301', '']","['3,793', '']","['340', '']","['8,248', '']","['3,662', '']"
5443,r095,All institutions -> Princeton U.,All institutions,Princeton U.,2,94,"['58,191', '']","['482', '']","['0', '']","['42,377', '']","['0', '']","['5,787', '']","['3,929', '']","['2,000', '']","['0', '']","['3,616', '']","['0', '']"
5443,r096,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,95,"['56,267', '']","['378', '']","['0', '']","['32,653', '']","['466', '']","['1,129', '']","['9,830', '']","['4,223', '']","['632', '']","['6,761', '']","['195', '']"
5443,r097,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,96,"['54,675', '']","['133', '']","['0', '']","['34,909', '']","['670', '']","['5,948', '']","['2,682', '']","['4,299', '']","['0', '']","['0', '']","['6,034', '']"
5443,r098,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,97,"['54,660', '']","['520', '']","['0', '']","['43,421', '']","['165', '']","['0', '']","['4,490', '']","['4,515', '']","['0', '']","['323', '']","['1,226', '']"
5443,r099,All institutions -> Augusta U.,All institutions,Augusta U.,2,98,"['52,952', '']","['0', '']","['0', '']","['52,884', '']","['0', '']","['0', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r100,All institutions -> Drexel U.,All institutions,Drexel U.,2,99,"['51,587', '']","['174', '']","['0', '']","['43,786', '']","['0', '']","['0', '']","['1,576', '']","['0', '']","['39', '']","['4,020', '']","['1,992', '']"
5443,r101,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,100,"['51,423', '']","['0', '']","['0', '']","['51,085', '']","['0', '']","['92', '']","['0', '']","['34', '']","['0', '']","['0', '']","['212', '']"
5443,r102,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,101,"['50,792', '']","['0', '']","['0', '']","['50,792', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r103,All institutions -> Washington State U.,All institutions,Washington State U.,2,102,"['49,065', '']","['860', '']","['0', '']","['38,966', '']","['0', '']","['1,080', '']","['1,225', '']","['1,281', '']","['0', '']","['1,111', '']","['4,542', '']"
5443,r104,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,103,"['48,378', '']","['0', '']","['0', '']","['42,532', '']","['0', '']","['2,067', '']","['1,003', '']","['2,512', '']","['0', '']","['230', '']","['34', '']"
5443,r105,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,104,"['47,469', '']","['0', '']","['0', '']","['39,292', '']","['106', '']","['307', '']","['0', '']","['227', '']","['0', '']","['7,516', '']","['21', '']"
5443,r106,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,105,"['47,156', '']","['0', '']","['31', '']","['34,279', '']","['647', '']","['1,353', '']","['1,842', '']","['3,031', '']","['2,865', '']","['2,972', '']","['136', '']"
5443,r107,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,106,"['46,924', '']","['0', '']","['111', '']","['45,682', '']","['0', '']","['449', '']","['252', '']","['183', '']","['78', '']","['40', '']","['129', '']"
5443,r108,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,107,"['44,959', '']","['1,728', '']","['33', '']","['16,896', '']","['0', '']","['4,879', '']","['6,051', '']","['825', '']","['0', '']","['14,212', '']","['335', '']"
5443,r109,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,108,"['44,904', '']","['0', '']","['0', '']","['44,904', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5443,r110,All institutions -> Florida State U.,All institutions,Florida State U.,2,109,"['43,151', '']","['212', '']","['0', '']","['27,759', '']","['605', '']","['2,866', '']","['5,464', '']","['142', '']","['313', '']","['3,168', '']","['2,622', '']"
5443,r111,All institutions -> U. Oregon,All institutions,U. Oregon,2,110,"['42,851', '']","['7', '']","['57', '']","['26,268', '']","['0', '']","['1,477', '']","['13,060', '']","['21', '']","['0', '']","['0', '']","['1,961', '']"
