table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_employees_total,field_worldwide_employees_r_d,field_worldwide_employees_r_d_employees,field_domestic_employees_total,field_domestic_employees_r_d,field_domestic_employees_r_d_employees,field_foreign_employees_total,field_foreign_employees_r_d,field_foreign_employees_r_d_employees
766,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['32', '&nbsp;']","['12', '&nbsp;']","['37.5', '&nbsp;']","['32', '&nbsp;']","['12', '&nbsp;']","['37.7', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['4.5', '&nbsp;']"
766,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['3', '&nbsp;']","['*', '&nbsp;']","['3.1', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['3.1', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
766,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['229', '&nbsp;']","['14', '&nbsp;']","['6.3', '&nbsp;']","['182', '&nbsp;']","['13', '&nbsp;']","['7.2', '&nbsp;']","['47', '&nbsp;']","['1', 'i']","['2.9', '&nbsp;']"
766,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['162', '&nbsp;']","['5', '&nbsp;']","['3.2', '&nbsp;']","['143', '&nbsp;']","['5', '&nbsp;']","['3.5', '&nbsp;']","['19', '&nbsp;']","['*', '&nbsp;']","['0.8', '&nbsp;']"
766,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['1,030', '&nbsp;']","['83', '&nbsp;']","['8.1', '&nbsp;']","['604', '&nbsp;']","['62', '&nbsp;']","['10.3', '&nbsp;']","['427', '&nbsp;']","['21', '&nbsp;']","['4.9', '&nbsp;']"
766,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies ,,4,3391,"['692', '&nbsp;']","['62', '&nbsp;']","['9.0', '&nbsp;']","['395', '&nbsp;']","['47', '&nbsp;']","['12.0', '&nbsp;']","['298', '&nbsp;']","['15', '&nbsp;']","['5.0', '&nbsp;']"
766,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['338', '&nbsp;']","['21', '&nbsp;']","['6.2', '&nbsp;']","['209', '&nbsp;']","['15', '&nbsp;']","['7.2', '&nbsp;']","['129', '&nbsp;']","['6', '&nbsp;']","['4.5', '&nbsp;']"
766,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,709', '&nbsp;']","['871', '&nbsp;']","['7.4', '&nbsp;']","['8,764', '&nbsp;']","['627', '&nbsp;']","['7.2', '&nbsp;']","['2,945', '&nbsp;']","['243', '&nbsp;']","['8.3', '&nbsp;']"
766,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['514', '&nbsp;']","['17', '&nbsp;']","['3.3', '&nbsp;']","['291', '&nbsp;']","['15', '&nbsp;']","['5.1', '&nbsp;']","['223', '&nbsp;']","['2', '&nbsp;']","['0.9', '&nbsp;']"
766,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['397', '&nbsp;']","['3', '&nbsp;']","['0.7', '&nbsp;']","['381', '&nbsp;']","['3', '&nbsp;']","['0.7', '&nbsp;']","['17', '&nbsp;']","['*', '&nbsp;']","['1.0', '&nbsp;']"
766,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['385', '&nbsp;']","['26', '&nbsp;']","['6.8', '&nbsp;']","['326', '&nbsp;']","['25', '&nbsp;']","['7.7', '&nbsp;']","['60', '&nbsp;']","['1', '&nbsp;']","['1.5', '&nbsp;']"
766,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['197', '&nbsp;']","['7', '&nbsp;']","['3.6', '&nbsp;']","['105', '&nbsp;']","['6', '&nbsp;']","['5.6', '&nbsp;']","['92', 'i']","['1', '&nbsp;']","['1.4', '&nbsp;']"
766,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['960', '&nbsp;']","['2', '&nbsp;']","['0.2', '&nbsp;']","['826', 'i']","['2', '&nbsp;']","['0.2', '&nbsp;']","['133', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
766,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,668', '&nbsp;']","['409', '&nbsp;']","['15.3', '&nbsp;']","['1,972', '&nbsp;']","['279', '&nbsp;']","['14.1', '&nbsp;']","['696', '&nbsp;']","['130', '&nbsp;']","['18.7', '&nbsp;']"
766,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,067', '&nbsp;']","['247', '&nbsp;']","['23.1', '&nbsp;']","['646', '&nbsp;']","['146', '&nbsp;']","['22.6', '&nbsp;']","['421', '&nbsp;']","['100', '&nbsp;']","['23.9', '&nbsp;']"
766,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['14', '&nbsp;']","['1', '&nbsp;']","['6.1', '&nbsp;']","['13', '&nbsp;']","['1', '&nbsp;']","['6.4', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['4.3', '&nbsp;']"
766,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,053', '&nbsp;']","['246', '&nbsp;']","['23.3', '&nbsp;']","['634', '&nbsp;']","['145', '&nbsp;']","['22.9', '&nbsp;']","['419', '&nbsp;']","['100', '&nbsp;']","['23.9', '&nbsp;']"
766,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['898', '&nbsp;']","['25', '&nbsp;']","['2.8', '&nbsp;']","['833', '&nbsp;']","['24', '&nbsp;']","['2.9', '&nbsp;']","['64', '&nbsp;']","['1', '&nbsp;']","['1.8', '&nbsp;']"
766,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['493', '&nbsp;']","['72', '&nbsp;']","['14.5', '&nbsp;']","['330', '&nbsp;']","['56', '&nbsp;']","['16.9', '&nbsp;']","['164', '&nbsp;']","['16', '&nbsp;']","['9.7', '&nbsp;']"
766,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['210', '&nbsp;']","['66', '&nbsp;']","['31.6', '&nbsp;']","['163', '&nbsp;']","['53', '&nbsp;']","['32.7', '&nbsp;']","['47', '&nbsp;']","['13', '&nbsp;']","['27.7', '&nbsp;']"
766,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,572', '&nbsp;']","['40', '&nbsp;']","['2.6', '&nbsp;']","['1,246', '&nbsp;']","['32', '&nbsp;']","['2.6', '&nbsp;']","['326', '&nbsp;']","['8', '&nbsp;']","['2.5', '&nbsp;']"
766,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['67', '&nbsp;']","['2', '&nbsp;']","['2.7', '&nbsp;']","['63', '&nbsp;']","['2', '&nbsp;']","['2.7', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['3.2', '&nbsp;']"
766,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '&nbsp;']","['*', '&nbsp;']","['7.5', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['7.0', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['9.8', '&nbsp;']"
766,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['61', '&nbsp;']","['1', '&nbsp;']","['2.2', '&nbsp;']","['58', '&nbsp;']","['1', '&nbsp;']","['2.3', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['0.9', '&nbsp;']"
766,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,467', '&nbsp;']","['344', '&nbsp;']","['13.9', '&nbsp;']","['1,592', '&nbsp;']","['246', '&nbsp;']","['15.5', '&nbsp;']","['874', '&nbsp;']","['98', '&nbsp;']","['11.2', '&nbsp;']"
766,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['497', '&nbsp;']","['52', '&nbsp;']","['10.5', '&nbsp;']","['349', '&nbsp;']","['44', '&nbsp;']","['12.5', '&nbsp;']","['148', '&nbsp;']","['8', '&nbsp;']","['5.7', '&nbsp;']"
766,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,169', '&nbsp;']","['136', '&nbsp;']","['11.6', '&nbsp;']","['587', '&nbsp;']","['92', '&nbsp;']","['15.7', '&nbsp;']","['582', '&nbsp;']","['44', '&nbsp;']","['7.5', '&nbsp;']"
766,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['339', '&nbsp;']","['122', '&nbsp;']","['36.0', '&nbsp;']","['264', '&nbsp;']","['82', '&nbsp;']","['31.2', '&nbsp;']","['75', '&nbsp;']","['40', '&nbsp;']","['52.8', '&nbsp;']"
766,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['151', '&nbsp;']","['31', '&nbsp;']","['20.7', '&nbsp;']","['132', '&nbsp;']","['22', '&nbsp;']","['16.6', '&nbsp;']","['18', '&nbsp;']","['9', '&nbsp;']","['50.3', '&nbsp;']"
766,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['180', '&nbsp;']","['84', '&nbsp;']","['46.7', '&nbsp;']","['123', '&nbsp;']","['54', '&nbsp;']","['43.6', '&nbsp;']","['57', '&nbsp;']","['30', '&nbsp;']","['53.6', '&nbsp;']"
766,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['9', '&nbsp;']","['7', '&nbsp;']","['75.7', '&nbsp;']","['9', '&nbsp;']","['7', '&nbsp;']","['75.7', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['86.3', '&nbsp;']"
